USAIDSudan,USAIDSudan,USAID Sudan,twitter.com/USAIDSudan,Khartoum,Sudan,af,usaid-mission
usembassysweden,usembassysweden,US Embassy Stockholm,twitter.com/usembassysweden,Stockholm,Sweden,eur,embassy
usmissiongeneva,usmissiongeneva,US Mission Geneva,twitter.com/usmissiongeneva,Geneva,Switzerland,io,mission
USEmbassyBern,USEmbassyBern,US Embassy Bern,twitter.com/USEmbassyBern,Bern,Switzerland,eur,embassy
USAmbHRC,USAmbHRC,Keith Harper,twitter.com/USAmbHRC,Geneva,Switzerland,io,mission
USEmbassySyria,USEmbassySyria,U.S. Embassy Syria,twitter.com/USEmbassySyria,Damascus,Syria,nea,embassy
AmbElliott,AmbElliott,Susan Elliott,twitter.com/AmbElliott,Dushanbe,Tajikistan,sca,personal
AmEmbTZ,AmEmbTZ,US Embassy Dar es Salaam,twitter.com/AmEmbTZ,Dar es Salaam,Tanzania,af,embassy
USEmbassyBKK,USEmbassyBKK,US Embassy Bangkok,twitter.com/USEmbassyBKK,Bangkok,Thailand,eap,embassy
KristieKenney,KristieKenney,Ambassador Kristie Kenney,twitter.com/KristieKenney,Bangkok,Thailand,eap,personal
USConsChiangMai,USConsChiangMai,US Consulate Chiang Mai,twitter.com/USConsChiangMai,Chiang Mai,Thailand,eap,consulate
USAIDAsia,USAIDAsia,USAID Asia,twitter.com/USAIDAsia,Bangkok,Thailand,eap,usaid-mission
ACSBKK,ACSBKK,ACS Bangkok,twitter.com/ACSBKK,Bangkok,Thailand,eap,embassy
USinTT,USinTT,U.S. Embassy POS,twitter.com/USinTT,Port of Spain,Trinidad and Tobago,wha,embassy
USembassyTurkey,USembassyTurkey,US Embassy Ankara,twitter.com/USembassyTurkey,Ankara,Turkey,eur,embassy
AmbCorbin,AmbCorbin,Michael Corbin,twitter.com/AmbCorbin,Abu Dhabi,UAE,nea,personal
usmissionuganda,usmissionuganda,US Embassy Kampala,twitter.com/usmissionuganda,Kampala,Uganda,af,embassy
USAIDUganda,USAIDUganda,USAID Uganda,twitter.com/USAIDUganda,Kampala,Uganda,af,usaid-mission
USAinUKCGCorner,USAinUKCGCorner,USAinUK CG's Corner ,twitter.com/USAinUKCGCorner,London,UK,eur,embassy
GeoffPyatt,GeoffPyatt,Ambassador Geoffrey Pyatt,twitter.com/GeoffPyatt,Kyiv,Ukraine,eur,personal
USAinUK,USAinUK,US in UK,twitter.com/usembassylondon,London,United Kingdom,eur,embassy
USAinUKpress,USAinUKpress,US Embassy Press,twitter.com/USAinUKpress,London,United Kingdom,eur,embassy
USAinUKbuzz,USAinUKbuzz,US in UK Buzz,twitter.com/USAinUKbuzz,London,United Kingdom,eur,embassy
MatthewBarzun,MatthewBarzun,Matthew Barzun,twitter.com/MatthewBarzun,London,United Kingdom,eur,personal
americagovprint,americagovprint,America.gov (Print),twitter.com/americagovprint,Washington DC,United States,iip,foreign-other
MeiGuoCanKao,MeiGuoCanKao,America.gov (Chinese),twitter.com/MeiGuoCanKao,Washington DC,United States,iip,foreign-other
AmericaGovFr,AmericaGovFr,AmericaGovFR (French),twitter.com/AmericaGovFr,Washington DC,United States,iip,foreign-other
AmericaGovEsp,AmericaGovEsp,America.gov (Spanish),twitter.com/AmericaGovEsp,Washington DC,United States,iip,foreign-other
TravelGov,TravelGov,Travel - State Dept,twitter.com/TravelGov,Washington DC,United States,ca,domestic-other
CONX,CONX,CONX,twitter.com/CONX,Washington DC,United States,iip,foreign-other
DigitalOutreach,DigitalOutreach,Digital Outreach Team (Arabic),twitter.com/DigitalOutreach,Washington DC,United States,r,foreign-other
StateDept,StateDept,State Department,twitter.com/StateDept,Washington DC,United States,pa,domestic-other
ECAatState,ConnectStateGov,Exchange Programs,twitter.com/ECAatState,Washington DC,United States,eca,foreign-other
ForeignPressCtr,ForeignPressCtr,Foreign Press Center,twitter.com/ForeignPressCtr,Washington DC,United States,pa,foreign-other
WHAAsstSecty,WHAAsstSecty,Roberta Jacobson,twitter.com/WHAAsstSecty,Washington DC,United States,wha,domestic-other
democracyis,democracyis,Democracy Challenge,twitter.com/democracyis,Washington DC,United States,iip,foreign-other
USEmbLibraries,USEmbLibraries,US Embassy Libraries,twitter.com/USEmbLibraries,Washington DC,United States,iip,foreign-other
doscareers,doscareers,Department of State Careers,twitter.com/doscareers,Washington DC,United States,hr,domestic-other
State_DRL,State_DRL,"Michael Posner,et al (DRL)",twitter.com/State_DRL,Washington DC,United States,drl,domestic-other
eDipAtState,eDipAtState,eDiplomacy,twitter.com/eDipAtState,Washington DC,United States,irm,domestic-other
FulbrightPrgrm,FulbrightPrgrm,Fulbright Program,twitter.com/FulbrightPrgrm,Washington DC,United States,eca,other
State_SCA,State_SCA,State SCA,twitter.com/State_SCA,Washington DC,United States,sca,domestic-other
ConsularNotify,ConsularNotify,ConsularNotification,twitter.com/ConsularNotify,Washington DC,United States,ca,domestic-other
EngageState,EngageState,Public Liaison,twitter.com/EngageState,Washington DC,United States,pa,domestic-other
statemag,statemag,State Magazine,twitter.com/statemag,Washington DC,United States,other,domestic-other
USAdarFarsi,USAdarFarsi,USA darFarsi,twitter.com/USAdarFarsi,Washington DC,United States,pa,foreign-other
USAbilAraby,USAbilAraby,USA bilAraby,twitter.com/USAbilAraby,Washington DC,United States,pa,foreign-other
Farah_Pandith,Farah_Pandith,Farah Pandith,twitter.com/Farah_Pandith,Washington DC,United States,s,personal
IIPState,IIPState,International Information Programs,twitter.com/IIPState,Washington DC,United States,iip,domestic-other
techATstate,techATstate,Tech at State,twitter.com/techATstate,"Washington, DC",United States,irm,domestic-other
USAemPortugues,USAemPortugues,USA em Portugues,twitter.com/USAemPortugues,Washington DC,United States,pa,foreign-other
USMEPI,USMEPI,MEPI,twitter.com/USMEPI,Washington DC,United States,nea,domestic-other
IRFAmbassador,IRFAmbassador,Suzan Johnson Cook,twitter.com/IRFAmbassador,Washington DC,United States,drl,personal
USAmbAPEC,USAmbAPEC,Kurt Tong,twitter.com/USAmbAPEC,Washington DC,United States,eap,personal
Gottemoeller,Gottemoeller,Rose Gottemoeller,twitter.com/Gottemoeller,Washington DC,United States,t,personal
EconEngage,EconEngage,Jose Fernandez ,twitter.com/EconEngage,Washington DC,United States,eb,personal
vsfsAtState,vsfsAtState,Virtual Student FS,twitter.com/vsfsAtState,Washington DC,United States,irm,domestic-other
HumanRightsgov,HumanRightsgov,HumanRights.gov,twitter.com/HumanRightsgov,Washington DC,United States,drl,other
USAenEspanol,USAenEspanol,USA en Espanol,twitter.com/USAenEspanol,Washington DC,United States,pa,foreign-other
USAenFrancais,USAenFrancais,USA en Francais,twitter.com/USAenFrancais,Washington DC,United States,pa,foreign-other
USApoRusski,USApoRusski,USA po Russki,twitter.com/USApoRusski,Washington DC,United States,pa,foreign-other
USAHindiMein,USAHindiMein,USA HindiMein,twitter.com/USAHindiMein,Washington DC,United States,pa,foreign-other
USAUrdu,USAUrdu,USA Urdu,twitter.com/USAUrdu,Washington DC,United States,pa,foreign-other
oieatstate,oieatstate,Office of Innovative Engagement,twitter.com/oieatstate,Washington DC,United States,iip,domestic-other
StateOIG,StateOIG,State OIG,twitter.com/StateOIG,Washington DC,United States,s,domestic-other
StateINL,inlbureau,StateINL,twitter.com/stateinl,"Washington, DC",United States,inl,domestic-other
StateDeptOES,StateDeptOES,StateDeptOES,twitter.com/StateDeptOES,Washington DC,United States,oes,domestic-other
StateCSO,StateCSO,StateCSO,twitter.com/StateCSO,Washington DC,United States,cso,domestic-other
CivResponse,CivResponse,US Civilian Response,twitter.com/CivResponse,Washington DC,United States,cso,domestic-other
PEPFAR,PEPFAR,PEPFAR,twitter.com/PEPFAR,Washington DC,United States,s,domestic-other
BruceWharton,BruceWharton,Bruce Wharton,twitter.com/BruceWharton,"Washington, DC",United States,af,personal
ABDTurk,ABDTurk,ABDTürk,twitter.com/ABDTurk,"Washington, DC",United States,pa,foreign-other
aereli,aereli,Adam Ereli,twitter.com/aereli,"Washington, DC",United States,eca,personal
SportsDiplomacy,SportsDiplomacy,SportsUnited,twitter.com/SportsDiplomacy,"Washington, DC",United States,eca,domestic-other
FulbrightBoard,FulbrightBoard,The Fulbright Board,twitter.com/FulbrightBoard,"Washington, DC",United States,eca,domestic-other
StateIVLP,StateIVLP,IVLP,twitter.com/StateIVLP,"Washington, DC",United States,eca,domestic-other
StatePRM,StatePRM,StateDeptPRM,twitter.com/StatePRM,"Washington, DC",United States,prm,domestic-other
State_IO,State_IO,State Dept IO Bureau,twitter.com/State_IO,"Washington, DC",United States,io,foreign-other
Amreekani,Amreekani,Amreekani,twitter.com/Amreekani,"Washington, DC",United States,iip,foreign-other
innovgen,innovgen,InnovationGeneration,twitter.com/innovgen,Washington DC,United States,iip,foreign-other
our1planet,our1planet,Our1Planet,twitter.com/our1planet,"Washington, DC",United States,iip,foreign-other
USUN,USUN,US Mission to the UN,twitter.com/USUN,"New York, NY",United States,io,mission
rajshah,rajshah,Raj Shah,twitter.com/rajshah,Washington DC,United States,usaid,personal
USAID,USAID,USAID,twitter.com/USAID,"Washington, DC",United States,usaid,domestic-other
USAIDMiddleEast,USAIDMiddleEast,USAID Middle East,twitter.com/USAIDMiddleEast,"Washington, DC",United States,nea,usaid-mission
FeedtheFuture,FeedtheFuture,Feed the Future,twitter.com/FeedtheFuture,"Washington, DC",United States,usaid,domestic-other
USAIDGH,USAIDGH,USAID Global Health,twitter.com/USAIDGH,"Washington, DC",United States,usaid,domestic-other
VisionofAmerica,VisionofAmerica,نمایی از آمريکا,twitter.com/VisionofAmerica,"Washington, DC",United States,iip,foreign-other
STASatState,STASatState,S&T Adviser at State,twitter.com/STASatState,"Washington, DC",United States,e,domestic-other
eJournal_USA,eJournal_USA,eJournalUSA,twitter.com/eJournal_USA,"Washington, DC",United States,iip,foreign-other
AmDiary,AmDiary,American Diary,twitter.com/AmDiary,"Washington, DC",United States,iip,foreign-other
ArtinEmbassies,ArtinEmbassies,Art in Embassies,twitter.com/ArtinEmbassies,"Washington, DC",United States,m,other
EdUSAupdates,EdUSAupdates,EducationUSA,twitter.com/EdUSAupdates,"Washington, DC",United States,eca,embassy
EdUSAtips,EdUSAtips,EducationUSA DC,twitter.com/EdUSAtips,"Washington, DC",United States,eca,embassy
marthafessenden,marthafessenden,Martha L. Fessenden,twitter.com/marthafessenden,"Washington, DC",United States,fsi,domestic-other
OSACState,OSACState,OSACState,twitter.com/OSACState,"Washington, DC",United States,other,other
WHASpeaks,WHASpeaks,WHA Speaks,twitter.com/WHASpeaks,"Washington, DC",United States,af,embassy
statedeptspox,statedeptspox,Jen Psaki,twitter.com/statedeptspox,Washington DC,United States,pa,personal
WellnessatState,WellnessatState,Wellness At State,twitter.com/WellnessatState,"Washington, DC",United States,m,domestic-other
stengel,stengel,Rick Stengel,twitter.com/stengel,"Washington, DC",United States,r,domestic-other
UkrProgress,UkrProgress,Прогресс для Украины,twitter.com/UkrProgress,"Washington, DC",United States,eur,foreign-other
marieharf,marieharf,Marie Harf,twitter.com/marieharf,"Washington, DC",United States,pa,personal
StateDeptLive,StateDeptLive,StateDept Live,twitter.com/StateDeptLive,"Washington, DC",United States,pa,domestic-other
YALINetwork,YALINetwork,YALINetwork,twitter.com/YALINetwork,"Washington, DC",United States,iip,foreign-other
macon44,macon44,Macon Phillips,twitter.com/macon44,"Washington, DC",United States,iip,personal
Malinowski,Malinowski,Tom Malinowski,twitter.com/Malinowski,"Washington, DC",United States,drl,personal
usembassyMVD,usembassyMVD,US Embassy Montevideo,twitter.com/usembassyMVD,Montevideo,Uruguay,wha,embassy
AmbassadorPower,AmbassadorPower,Samantha Power,twitter.com/AmbassadorPower,New York City,US,io,personal
StateAfrica,StateAfrica,Bureau of African Affairs,twitter.com/StateAfrica,"Washington, DC",US,af,domestic-other
ECA_AS,ECA_AS,ECA Assistant Sec.,twitter.com/ECA_AS,"Washington, DC",USA,eca,domestic-other
StateGDI,StateGDI,StateDptEcoDiplomacy,twitter.com/StateGDI,Washington,USA,m,domestic-other
usembtashkent,usembtashkent,US Embassy Tashkent,twitter.com/usembtashkent,Tashkent,Uzbekistan,sca,embassy
usembassyve,usembassyve,US Embassy Caracas,twitter.com/usembassyve,Caracas,Venezuela,wha,embassy
USAIDVietnam,USAIDVietnam,USAID Vietnam,twitter.com/USAIDVietnam,Hanoi,Vietnam,eap,usaid-mission
usembassyzambia,usembassyzambia,US Embassy Lusaka,twitter.com/usembassyzambia,Lusaka,Zambia,af,embassy
USAIDZambia,USAIDZambia,USAID Zambia,twitter.com/USAIDZambia,Lusaka,Zambia,af,usaid-mission
usembassyharare,usembassyharare,US Embassy Harare,twitter.com/usembassyharare,Harare,Zimbabwe,af,embassy
EdUSAZim,EdUSAZim,EducationUSAZimbabwe,twitter.com/EdUSAZim,Harare,Zimbabwe,af,foreign-other
